ID,Kingdom,Phylum,Class,Order,Family,Genus,Figure 3b,Figure 4 & 5,Day 0,Day 24,Day 181,Day 217,Day 356,Day 372,TOTAL
ASV561,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,ASV <2% abundance,None,0,0,0.000101449,0,0,0,1.69E-05
ASV520,Bacteria,Bacteroidetes,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium,ASV <2% abundance,None,0,0,0,0,2.90E-05,7.25E-05,1.69E-05
ASV503,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcales_unclassified,Micrococcales_unclassified,ASV <2% abundance,None,0.000101449,0,0,0,0,0,1.69E-05
ASV575,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriales_unclassified,Sphingobacteriales_unclassified,ASV <2% abundance,None,0,0,0,0,0,0.000101449,1.69E-05
ASV555,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,ASV <2% abundance,None,8.70E-05,0,0,0,0,0,1.45E-05
ASV593,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,ASV <2% abundance,None,0,0,0,0,8.70E-05,0,1.45E-05
ASV501,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonadaceae_unclassified,ASV <2% abundance,None,0,0,8.70E-05,0,0,0,1.45E-05
ASV572,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea,ASV <2% abundance,None,0,0,4.35E-05,4.35E-05,0,0,1.45E-05
ASV587,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillaceae_unclassified,ASV <2% abundance,None,8.70E-05,0,0,0,0,0,1.45E-05
ASV625,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Chlamydiales_unclassified,Chlamydiales_unclassified,ASV <2% abundance,None,0,8.70E-05,0,0,0,0,1.45E-05
ASV564,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,ASV <2% abundance,None,8.70E-05,0,0,0,0,0,1.45E-05
ASV623,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Ornatilinea,ASV <2% abundance,None,0,8.70E-05,0,0,0,0,1.45E-05
ASV585,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,ASV <2% abundance,None,8.70E-05,0,0,0,0,0,1.45E-05
ASV547,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_9,ASV <2% abundance,None,8.70E-05,0,0,0,0,0,1.45E-05
ASV581,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sphaerochaeta,ASV <2% abundance,None,0,0,0,8.70E-05,0,0,1.45E-05
ASV537,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,ASV <2% abundance,None,0,0,0,0,0,7.25E-05,1.21E-05
ASV556,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillales_unclassified,Bacillales_unclassified,ASV <2% abundance,None,7.25E-05,0,0,0,0,0,1.21E-05
ASV584,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillales_unclassified,Bacillales_unclassified,ASV <2% abundance,None,0,0,0,0,0,7.25E-05,1.21E-05
ASV579,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,ASV <2% abundance,None,0,0,4.35E-05,2.90E-05,0,0,1.21E-05
ASV612,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae_unclassified,ASV <2% abundance,None,0,0,0,0,7.25E-05,0,1.21E-05
ASV627,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Dehalobacterium,ASV <2% abundance,None,0,0,7.25E-05,0,0,0,1.21E-05
ASV632,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Domibacillus,ASV <2% abundance,None,0,0,0,7.25E-05,0,0,1.21E-05
ASV619,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,ASV <2% abundance,None,0,0,0,0,0,7.25E-05,1.21E-05
ASV591,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,ASV <2% abundance,None,0,0,2.90E-05,0,0,4.35E-05,1.21E-05
ASV554,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcaceae_unclassified,ASV <2% abundance,None,0,0,0,7.25E-05,0,0,1.21E-05
ASV553,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis,Proteiniborus,ASV <2% abundance,None,0,0,0,7.25E-05,0,0,1.21E-05
ASV562,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Sedimentibacter,ASV <2% abundance,None,0,0,0,0,2.90E-05,4.35E-05,1.21E-05
ASV613,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetanaerobacterium,ASV <2% abundance,None,5.80E-05,0,0,0,0,0,9.66E-06
ASV616,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetanaerobacterium,ASV <2% abundance,None,0,0,0,5.80E-05,0,0,9.66E-06
ASV605,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae_unclassified,ASV <2% abundance,None,0,0,0,0,5.80E-05,0,9.66E-06
ASV633,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Dehalobacterium,ASV <2% abundance,None,0,0,0,0,5.80E-05,0,9.66E-06
ASV664,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonadaceae_unclassified,ASV <2% abundance,None,0,0,0,2.90E-05,0,2.90E-05,9.66E-06
ASV667,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,ASV <2% abundance,None,0,0,0,0,0,5.80E-05,9.66E-06
ASV634,Bacteria,Spirochaetes,Leptospirae,Leptospirales,Leptospiraceae,Leptonema,ASV <2% abundance,None,0,0,0,0,5.80E-05,0,9.66E-06
ASV654,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylococcaceae_unclassified,ASV <2% abundance,None,0,5.80E-05,0,0,0,0,9.66E-06
ASV608,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Oxobacter,ASV <2% abundance,None,0,0,5.80E-05,0,0,0,9.66E-06
ASV628,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,ASV <2% abundance,None,0,0,2.90E-05,2.90E-05,0,0,9.66E-06
ASV640,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,ASV <2% abundance,None,0,0,0,5.80E-05,0,0,9.66E-06
ASV621,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobiaceae_unclassified,ASV <2% abundance,None,5.80E-05,0,0,0,0,0,9.66E-06
ASV618,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rugamonas,ASV <2% abundance,None,0,0,0,0,0,5.80E-05,9.66E-06
ASV650,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,ASV <2% abundance,None,4.35E-05,0,0,0,0,0,7.25E-06
ASV645,Bacteria,Actinobacteria,Actinobacteria_unclassified,Actinobacteria_unclassified,Actinobacteria_unclassified,Actinobacteria_unclassified,ASV <2% abundance,None,0,0,0,0,0,4.35E-05,7.25E-06
ASV660,Bacteria,Actinobacteria,Actinobacteria_unclassified,Actinobacteria_unclassified,Actinobacteria_unclassified,Actinobacteria_unclassified,ASV <2% abundance,None,0,0,0,4.35E-05,0,0,7.25E-06
ASV666,Bacteria,Actinobacteria,Actinobacteria_unclassified,Actinobacteria_unclassified,Actinobacteria_unclassified,Actinobacteria_unclassified,ASV <2% abundance,None,0,0,0,0,4.35E-05,0,7.25E-06
ASV578,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillaceae_unclassified,ASV <2% abundance,None,0,0,4.35E-05,0,0,0,7.25E-06
ASV629,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_unclassified,Bacteroidales_unclassified,ASV <2% abundance,None,0,0,1.45E-05,2.90E-05,0,0,7.25E-06
ASV677,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,ASV <2% abundance,None,0,0,0,4.35E-05,0,0,7.25E-06
ASV551,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Betaproteobacteriales_unclassified,Betaproteobacteriales_unclassified,ASV <2% abundance,None,0,0,4.35E-05,0,0,0,7.25E-06
ASV615,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae_unclassified,ASV <2% abundance,None,0,0,0,4.35E-05,0,0,7.25E-06
ASV558,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,ASV <2% abundance,None,4.35E-05,0,0,0,0,0,7.25E-06
ASV637,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,ASV <2% abundance,None,0,0,4.35E-05,0,0,0,7.25E-06
ASV671,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,ASV <2% abundance,None,0,4.35E-05,0,0,0,0,7.25E-06
ASV606,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,GCA-900066225,ASV <2% abundance,None,4.35E-05,0,0,0,0,0,7.25E-06
ASV635,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,Mangrovibacterium,ASV <2% abundance,None,0,0,0,0,0,4.35E-05,7.25E-06
ASV567,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,Methyloligella,ASV <2% abundance,None,2.90E-05,0,0,1.45E-05,0,0,7.25E-06
ASV648,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,ASV <2% abundance,None,4.35E-05,0,0,0,0,0,7.25E-06
ASV636,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Petrimonas,ASV <2% abundance,None,4.35E-05,0,0,0,0,0,7.25E-06
ASV678,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,ASV <2% abundance,None,0,0,0,4.35E-05,0,0,7.25E-06
ASV668,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-010,ASV <2% abundance,None,4.35E-05,0,0,0,0,0,7.25E-06
ASV573,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),Solibacteraceae_(Subgroup_3)_unclassified,ASV <2% abundance,None,0,0,0,4.35E-05,0,0,7.25E-06
ASV649,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae_(Subgroup_1),Telmatobacter,ASV <2% abundance,None,4.35E-05,0,0,0,0,0,7.25E-06
ASV651,Bacteria,Halanaerobiaeota,Halanaerobiia,Halanaerobiales,Halobacteroidaceae,uncultured,ASV <2% abundance,None,4.35E-05,0,0,0,0,0,7.25E-06
ASV609,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetanaerobacterium,ASV <2% abundance,None,0,0,0,2.90E-05,0,0,4.83E-06
ASV669,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillaceae_unclassified,ASV <2% abundance,None,2.90E-05,0,0,0,0,0,4.83E-06
ASV688,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillaceae_unclassified,ASV <2% abundance,None,2.90E-05,0,0,0,0,0,4.83E-06
ASV659,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillales_unclassified,Bacillales_unclassified,ASV <2% abundance,None,0,0,0,2.90E-05,0,0,4.83E-06
ASV582,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae_unclassified,ASV <2% abundance,None,0,0,0,0,2.90E-05,0,4.83E-06
ASV658,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Candidatus_Anammoximicrobium,ASV <2% abundance,None,0,0,2.90E-05,0,0,0,4.83E-06
ASV683,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacteraceae_unclassified,ASV <2% abundance,None,0,0,0,0,0,2.90E-05,4.83E-06
ASV583,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Dehalobacterium,ASV <2% abundance,None,0,0,0,0,0,2.90E-05,4.83E-06
ASV673,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,ASV <2% abundance,None,0,0,2.90E-05,0,0,0,4.83E-06
ASV684,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Papillibacter,ASV <2% abundance,None,0,0,0,0,0,2.90E-05,4.83E-06
ASV689,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,ASV <2% abundance,None,0,2.90E-05,0,0,0,0,4.83E-06
ASV680,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,ASV <2% abundance,None,0,0,0,2.90E-05,0,0,4.83E-06
ASV698,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallaceae_ge,ASV <2% abundance,None,0,0,0,0,2.90E-05,0,4.83E-06
ASV692,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group_ge,ASV <2% abundance,None,0,0,2.90E-05,0,0,0,4.83E-06
ASV655,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae_unclassified,ASV <2% abundance,None,0,0,1.45E-05,0,0,0,2.42E-06
ASV687,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Angelakisella,ASV <2% abundance,None,1.45E-05,0,0,0,0,0,2.42E-06
ASV672,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillaceae_unclassified,ASV <2% abundance,None,0,0,1.45E-05,0,0,0,2.42E-06
ASV694,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillaceae_unclassified,ASV <2% abundance,None,0,0,1.45E-05,0,0,0,2.42E-06
ASV701,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Betaproteobacteriales_unclassified,Betaproteobacteriales_unclassified,ASV <2% abundance,None,0,1.45E-05,0,0,0,0,2.42E-06
ASV695,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum,ASV <2% abundance,None,0,0,0,1.45E-05,0,0,2.42E-06
ASV663,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,Clostridia_unclassified,Clostridia_unclassified,ASV <2% abundance,None,0,0,0,1.45E-05,0,0,2.42E-06
ASV700,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Cryptanaerobacter,ASV <2% abundance,None,0,0,0,0,0,1.45E-05,2.42E-06
ASV681,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,ASV <2% abundance,None,0,0,0,0,1.45E-05,0,2.42E-06
ASV682,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,ASV <2% abundance,None,0,0,0,0,1.45E-05,0,2.42E-06
ASV702,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,ASV <2% abundance,None,0,0,0,1.45E-05,0,0,2.42E-06
ASV693,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Macellibacteroides,ASV <2% abundance,None,0,0,1.45E-05,0,0,0,2.42E-06
ASV646,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,ASV <2% abundance,None,0,0,0,0,0,1.45E-05,2.42E-06
ASV697,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcaceae_unclassified,ASV <2% abundance,None,0,0,0,1.45E-05,0,0,2.42E-06
ASV675,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,ASV <2% abundance,None,0,0,1.45E-05,0,0,0,2.42E-06
ASV656,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaetaceae_unclassified,ASV <2% abundance,None,0,0,1.45E-05,0,0,0,2.42E-06
ASV685,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,uncultured,ASV <2% abundance,None,0,0,0,0,0,1.45E-05,2.42E-06
ASV8,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0.001463768,0.007637681,0.060014493,0.054855072,0.007362319,0.02026087,0.0252657
ASV10,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0.001173913,0.005202899,0.047463768,0.041521739,0.005768116,0.015507246,0.019439614
ASV32,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0.022463768,0.004826087,0,0,0,0,0.004548309
ASV46,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0,0.026144928,0,0,0,0,0.004357488
ASV41,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0.01515942,0.004434783,0,0,0,0,0.0032657
ASV45,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0,0,0.001608696,0.001956522,0.005782609,0.004304348,0.002275362
ASV47,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0.000144928,0.000173913,0.00473913,0.005289855,0.001869565,0.001072464,0.002214976
ASV54,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0.007768116,0.004492754,7.25E-05,0.00015942,0,8.70E-05,0.002096618
ASV66,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0.003449275,0.007797101,0.000289855,0.000173913,7.25E-05,0,0.001963768
ASV95,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0,0.00884058,0,0,0,0,0.00147343
ASV97,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0.002,0.004202899,0.000202899,0.00015942,0.000202899,0,0.001128019
ASV77,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0.000608696,0.000753623,0.001101449,0.001782609,0.00142029,0.00084058,0.001084541
ASV80,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0,0.000173913,0.000652174,0.001028986,0.001623188,0.002188406,0.000944444
ASV135,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0.000971014,0.002,0.00026087,0.000333333,0.00026087,0.000101449,0.000654589
ASV138,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0.002536232,0.000768116,0,0,0,0,0.000550725
ASV126,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0,0,0.000217391,0.000318841,0.001188406,0.001347826,0.000512077
ASV151,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0,0,0.000826087,0.00157971,0,0,0.000400966
ASV147,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0,0,0.000231884,0.000565217,0.000855072,0.000376812,0.000338164
ASV205,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0.001405797,0.000333333,0,0,0,0,0.000289855
ASV183,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0,0,0.000391304,0.000492754,0.000405797,0.000289855,0.000263285
ASV222,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0.001463768,0,0,0,0,0,0.000243961
ASV255,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0.000550725,0.000434783,5.80E-05,0,2.90E-05,0,0.000178744
ASV219,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0,0,7.25E-05,0.000318841,0.000231884,0.000362319,0.000164251
ASV238,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0,0.000217391,0.00015942,0.000246377,0.000217391,7.25E-05,0.000152174
ASV331,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0,0.000826087,1.45E-05,0,0,0,0.000140097
ASV298,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0.000695652,0,0,0,0,0,0.000115942
ASV348,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0.000115942,0.000434783,5.80E-05,0,0,1.45E-05,0.000103865
ASV311,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0,0,0.000217391,0.000362319,0,0,9.66E-05
ASV337,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0.00015942,0,8.70E-05,0.000188406,0.000101449,4.35E-05,9.66E-05
ASV314,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0.000565217,0,0,0,0,0,9.42E-05
ASV369,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0,0,0.000130435,0.000130435,0.000246377,0,8.45E-05
ASV339,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0,0,0,0.00015942,0.000101449,0.000188406,7.49E-05
ASV390,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0,0.00026087,8.70E-05,8.70E-05,0,0,7.25E-05
ASV430,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0.000376812,0,0,0,0,0,6.28E-05
ASV396,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0.000318841,0,0,0,0,4.35E-05,6.04E-05
ASV399,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0,0,0,0,0.000144928,0.000202899,5.80E-05
ASV431,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0.000101449,0.000231884,0,0,0,0,5.56E-05
ASV424,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0.00026087,0,0,0,0,0,4.35E-05
ASV407,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0.000246377,0,0,0,0,0,4.11E-05
ASV456,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0,0,0.000231884,0,0,0,3.86E-05
ASV496,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0,0,0,0,0.000101449,8.70E-05,3.14E-05
ASV481,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0.000115942,0,0,0,4.35E-05,0,2.66E-05
ASV538,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0.00015942,0,0,0,0,0,2.66E-05
ASV526,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0,0,0,0.000130435,0,0,2.17E-05
ASV552,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0,0,0.000130435,0,0,0,2.17E-05
ASV563,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0.000130435,0,0,0,0,0,2.17E-05
ASV464,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0,0,4.35E-05,2.90E-05,4.35E-05,0,1.93E-05
ASV544,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0,0,0,0.000115942,0,0,1.93E-05
ASV603,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0,0,0,7.25E-05,0,0,1.21E-05
ASV604,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0,0,0,0,7.25E-05,0,1.21E-05
ASV611,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0,0,0,7.25E-05,0,0,1.21E-05
ASV620,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0,0,0,0,0,7.25E-05,1.21E-05
